date,route,timesfm_p50_passengers,timesfm_q10_passengers,timesfm_q90_passengers,uncertainty_band,demand_index_vs_last7
2017-08-16,DME-KZN,162.50099182128906,137.61631774902344,190.5153350830078,52.899017333984375,-0.12566724293145587
2017-08-17,DME-KZN,156.70635986328125,129.96388244628906,188.2671356201172,58.303253173828125,-0.15684512343594173
2017-08-18,DME-KZN,163.18592834472656,135.05323791503906,197.40682983398438,62.35359191894531,-0.12198195813068759
2017-08-19,DME-KZN,169.7112579345703,140.678955078125,205.46083068847656,64.78187561035156,-0.08687257626159667
2017-08-20,DME-KZN,177.2271270751953,147.8223876953125,214.40892028808594,66.58653259277344,-0.04643361971493773
2017-08-21,DME-KZN,183.6732177734375,153.2046661376953,221.0933837890625,67.88871765136719,-0.011750580832177011
2017-08-22,DME-KZN,168.12583923339844,137.01132202148438,205.84205627441406,68.83073425292969,-0.09540288416948801
2017-08-23,DME-KZN,153.02549743652344,122.48248291015625,191.761962890625,69.27947998046875,-0.17664991685967488
2017-08-24,DME-KZN,149.93344116210938,118.05977630615234,189.09463500976562,71.03485870361328,-0.19328665267576126
2017-08-25,DME-KZN,160.12161254882812,127.80218505859375,199.376220703125,71.57403564453125,-0.1384694369567589
2017-08-26,DME-KZN,167.55433654785156,134.85870361328125,207.5203399658203,72.66163635253906,-0.09847784088237287
2017-08-27,DME-KZN,170.58372497558594,138.42906188964844,210.9634246826172,72.53436279296875,-0.08217828793646904
2017-08-28,DME-KZN,174.2400665283203,142.21893310546875,215.35809326171875,73.13916015625,-0.06250542849675914
2017-08-29,DME-KZN,157.3486785888672,124.68511962890625,200.08953857421875,75.4044189453125,-0.15338914269079068
2017-08-16,DME-LED,244.92965698242188,174.89886474609375,311.1680908203125,136.26922607421875,-0.21244483217084661
2017-08-17,DME-LED,204.3580322265625,130.1383819580078,277.9833984375,147.8450164794922,-0.34290021681844784
2017-08-18,DME-LED,236.7568817138672,157.28366088867188,313.7542724609375,156.47061157226562,-0.23872385224247256
2017-08-19,DME-LED,256.1328125,173.07260131835938,333.263427734375,160.19082641601562,-0.1764218241915697
2017-08-20,DME-LED,302.2725524902344,217.76473999023438,381.470703125,163.70596313476562,-0.02806253209550834
2017-08-21,DME-LED,344.1943664550781,260.7040100097656,422.56884765625,161.86483764648438,0.10673429694001231
2017-08-22,DME-LED,314.3149108886719,222.5046844482422,391.45458984375,168.9499053955078,0.010658877421263658
2017-08-23,DME-LED,285.2727355957031,189.48226928710938,364.041015625,174.55874633789062,-0.08272432257740371
2017-08-24,DME-LED,268.8162841796875,169.57717895507812,354.233642578125,184.65646362304688,-0.13563895718544547
2017-08-25,DME-LED,278.12335205078125,173.8953399658203,363.20050048828125,189.30516052246094,-0.1057126940305661
2017-08-26,DME-LED,265.5555725097656,159.3724365234375,355.8019714355469,196.42953491210938,-0.1461235605919962
2017-08-27,DME-LED,280.7850036621094,172.91287231445312,372.13427734375,199.22140502929688,-0.09715432874834821
2017-08-28,DME-LED,311.41693115234375,206.770263671875,402.6127014160156,195.84243774414062,0.001340614633450596
2017-08-29,DME-LED,282.4905700683594,175.7039031982422,383.34454345703125,207.64064025878906,-0.09167019241148049
2017-08-16,DME-OVB,329.29052734375,301.0909118652344,359.05364990234375,57.962738037109375,-0.026590476771712127
2017-08-17,DME-OVB,341.989501953125,312.73602294921875,373.05609130859375,60.320068359375,0.010948722676793577
2017-08-18,DME-OVB,358.0525207519531,328.1915588378906,389.9287109375,61.737152099609375,0.058432309736582394
2017-08-19,DME-OVB,350.132568359375,320.0152587890625,382.5642395019531,62.548980712890625,0.03502028777158276
2017-08-20,DME-OVB,336.3659362792969,306.0965881347656,368.9483947753906,62.851806640625,-0.005674993799161656
2017-08-21,DME-OVB,330.2304992675781,299.96539306640625,362.9925231933594,63.027130126953125,-0.023811843487531063
2017-08-22,DME-OVB,321.879638671875,291.50457763671875,354.7384948730469,63.233917236328125,-0.048497665068537865
2017-08-23,DME-OVB,324.4561767578125,294.16162109375,357.191162109375,63.029541015625,-0.04088120940421402
2017-08-24,DME-OVB,340.92559814453125,310.3419494628906,374.0714111328125,63.729461669921875,0.007803736684354363
2017-08-25,DME-OVB,357.78857421875,327.0393981933594,391.23077392578125,64.19137573242188,0.05765206236555931
2017-08-26,DME-OVB,347.8194274902344,317.0716857910156,381.323974609375,64.25228881835938,0.028182455654408897
2017-08-27,DME-OVB,335.0231018066406,304.33892822265625,368.3460998535156,64.00717163085938,-0.009644521469384543
2017-08-28,DME-OVB,330.6944580078125,299.88629150390625,364.0787048339844,64.19241333007812,-0.022440343801825902
2017-08-29,DME-OVB,318.6893005371094,287.16845703125,352.61932373046875,65.45086669921875,-0.057928563486172764
2017-08-16,IKT-LED,141.1050262451172,119.34654998779297,163.57958984375,44.23303985595703,-0.05660439493111211
2017-08-17,IKT-LED,138.8855438232422,116.06993865966797,162.06680297851562,45.996864318847656,-0.0714433415172408
2017-08-18,IKT-LED,150.26390075683594,126.8291244506836,173.88653564453125,47.057411193847656,0.004629723586319519
2017-08-19,IKT-LED,128.6106719970703,105.160400390625,152.4777069091797,47.31730651855469,-0.1401387601901578
2017-08-20,IKT-LED,141.23265075683594,117.62532043457031,164.98439025878906,47.35906982421875,-0.05575112693772318
2017-08-21,IKT-LED,145.6815643310547,121.94314575195312,169.68057250976562,47.7374267578125,-0.02600671885254263
2017-08-22,IKT-LED,156.31576538085938,132.39476013183594,180.5838623046875,48.18910217285156,0.04509109197440545
2017-08-23,IKT-LED,139.4632110595703,116.11021423339844,163.80221557617188,47.69200134277344,-0.06758119186471591
2017-08-24,IKT-LED,141.4207000732422,117.55158233642578,165.8538360595703,48.30225372314453,-0.05449387266338971
2017-08-25,IKT-LED,135.9595489501953,112.1495361328125,159.95343017578125,47.80389404296875,-0.09100586708829228
2017-08-26,IKT-LED,143.0569305419922,119.17881774902344,167.39854431152344,48.2197265625,-0.043554413855752
2017-08-27,IKT-LED,128.62274169921875,105.11532592773438,152.9549560546875,47.839630126953125,-0.1400580649507065
2017-08-28,IKT-LED,141.97122192382812,118.35223388671875,166.41290283203125,48.0606689453125,-0.05081321078707703
2017-08-29,IKT-LED,142.24998474121094,117.4709701538086,167.6168212890625,50.145851135253906,-0.04894946700763868
2017-08-16,KHV-DME,189.67251586914062,153.313720703125,221.45260620117188,68.13888549804688,-0.0818066212537
2017-08-17,KHV-DME,206.03709411621094,167.47470092773438,238.27081298828125,70.79611206054688,-0.0025866707808417312
2017-08-18,KHV-DME,211.54173278808594,171.86949157714844,244.07717895507812,72.20768737792969,0.024060957796753112
2017-08-19,KHV-DME,212.12843322753906,171.8867950439453,244.8777313232422,72.99093627929688,0.026901139746703554
2017-08-20,KHV-DME,202.03416442871094,161.16943359375,234.44223022460938,73.27279663085938,-0.021964615436815698
2017-08-21,KHV-DME,191.08758544921875,149.71353149414062,223.74221801757812,74.0286865234375,-0.07495635353784813
2017-08-22,KHV-DME,195.93569946289062,154.12754821777344,228.86129760742188,74.73374938964844,-0.05148692180234868
2017-08-23,KHV-DME,206.26571655273438,164.70132446289062,239.6870574951172,74.98573303222656,-0.0014799231564956333
2017-08-24,KHV-DME,213.49569702148438,171.23184204101562,247.41290283203125,76.18106079101562,0.033519982493785724
2017-08-25,KHV-DME,213.22515869140625,170.77032470703125,247.5433807373047,76.77305603027344,0.03221032252050558
2017-08-26,KHV-DME,211.315185546875,168.5787353515625,246.03829956054688,77.45956420898438,0.022964256069551183
2017-08-27,KHV-DME,194.97946166992188,152.22247314453125,230.24974060058594,78.02726745605469,-0.056116012112868686
2017-08-28,KHV-DME,182.23147583007812,139.38406372070312,217.28512573242188,77.90106201171875,-0.11782825373705585
2017-08-29,KHV-DME,189.73995971679688,145.9271240234375,225.96742248535156,80.04029846191406,-0.08148012959651453
2017-08-16,KRR-DME,162.2346954345703,134.16046142578125,189.7239990234375,55.56353759765625,-0.10649655198957617
2017-08-17,KRR-DME,178.84597778320312,149.1964874267578,207.25482177734375,58.05833435058594,-0.015010338617432166
2017-08-18,KRR-DME,192.3895263671875,161.91189575195312,221.34832763671875,59.436431884765625,0.05958040937935767
2017-08-19,KRR-DME,175.9394073486328,145.0767364501953,205.3463897705078,60.2696533203125,-0.03101820106762709
2017-08-20,KRR-DME,169.6371307373047,138.35757446289062,199.01055908203125,60.652984619140625,-0.06572782857821431
2017-08-21,KRR-DME,178.7249298095703,147.2338409423828,208.2521514892578,61.018310546875,-0.015677007241299643
2017-08-22,KRR-DME,168.08010864257812,136.22171020507812,197.62579345703125,61.404083251953125,-0.07430308800693752
2017-08-23,KRR-DME,170.60000610351562,138.78822326660156,200.1609344482422,61.372711181640625,-0.060424817085473946
2017-08-24,KRR-DME,179.94024658203125,147.7273712158203,209.98965454101562,62.26228332519531,-0.00898368114963534
2017-08-25,KRR-DME,193.7431640625,161.4965362548828,224.094482421875,62.59794616699219,0.06703553442165334
2017-08-26,KRR-DME,175.46792602539062,143.2579345703125,206.05128479003906,62.79335021972656,-0.03361487241628222
2017-08-27,KRR-DME,167.16604614257812,134.87359619140625,197.66954040527344,62.79594421386719,-0.07933726388543964
2017-08-28,KRR-DME,173.69273376464844,141.60671997070312,204.2412567138672,62.63453674316406,-0.043391698463441986
2017-08-29,KRR-DME,166.39865112304688,133.5487060546875,197.74578857421875,64.19708251953125,-0.08356367236036
2017-08-16,KZN-DME,149.5096893310547,126.69392395019531,174.33302307128906,47.63909912109375,-0.1654163860089568
2017-08-17,KZN-DME,148.357177734375,123.7099609375,175.91712951660156,52.20716857910156,-0.17184986394201712
2017-08-18,KZN-DME,158.66232299804688,132.81304931640625,188.4112091064453,55.59815979003906,-0.11432512853647839
2017-08-19,KZN-DME,158.8374786376953,132.46755981445312,189.91383361816406,57.44627380371094,-0.11334738571308667
2017-08-20,KZN-DME,165.88763427734375,139.0003662109375,197.95242309570312,58.952056884765625,-0.07399244918751102
2017-08-21,KZN-DME,177.44981384277344,149.798583984375,209.84579467773438,60.047210693359375,-0.009450775761776052
2017-08-22,KZN-DME,157.85939025878906,129.31716918945312,190.69140625,61.374237060546875,-0.11880720930219799
2017-08-23,KZN-DME,141.10910034179688,112.97601318359375,174.21337890625,61.23736572265625,-0.21230962686032853
2017-08-24,KZN-DME,142.79759216308594,114.01533508300781,176.1062469482422,62.090911865234375,-0.2028842337417593
2017-08-25,KZN-DME,155.83241271972656,127.15637969970703,189.0304718017578,61.87409210205078,-0.130122076159882
2017-08-26,KZN-DME,155.9103546142578,127.09281158447266,189.86708068847656,62.774269104003906,-0.12968699380585422
2017-08-27,KZN-DME,159.30821228027344,130.89413452148438,193.51092529296875,62.616790771484375,-0.11071968590459863
2017-08-28,KZN-DME,169.22572326660156,140.71047973632812,203.6948699951172,62.98439025878906,-0.05535877824411111
2017-08-29,KZN-DME,150.23915100097656,121.49746704101562,186.01678466796875,64.51931762695312,-0.1613444308373335
2017-08-16,LED-DME,269.4779357910156,198.617919921875,341.578125,142.960205078125,-0.07713035661593842
2017-08-17,LED-DME,223.7460479736328,145.86373901367188,306.9410400390625,161.07730102539062,-0.2337464102487013
2017-08-18,LED-DME,238.67266845703125,154.5216064453125,328.21209716796875,173.69049072265625,-0.18262784712445515
2017-08-19,LED-DME,252.02880859375,161.8722686767578,347.5174865722656,185.6452178955078,-0.13688764133343273
2017-08-20,LED-DME,276.0489196777344,181.83599853515625,376.6658630371094,194.82986450195312,-0.05462698721794054
2017-08-21,LED-DME,294.19647216796875,196.1068878173828,398.8090515136719,202.70216369628906,0.00752216493303625
2017-08-22,LED-DME,267.30633544921875,163.8594970703125,376.57086181640625,212.71136474609375,-0.08456734406237638
2017-08-23,LED-DME,235.04299926757812,127.42637634277344,347.73321533203125,220.3068389892578,-0.19505822101836867
2017-08-24,LED-DME,208.01614379882812,95.32955169677734,327.95391845703125,232.6243667602539,-0.2876159449094381
2017-08-25,LED-DME,213.73980712890625,97.95970153808594,338.325927734375,240.36622619628906,-0.26801435822972397
2017-08-26,LED-DME,221.41842651367188,102.63324737548828,347.6136169433594,244.9803695678711,-0.24171771659113153
2017-08-27,LED-DME,244.6568603515625,125.06766510009766,374.37322998046875,249.3055648803711,-0.16213403933665568
2017-08-28,LED-DME,260.2877197265625,142.48806762695312,388.61566162109375,246.12759399414062,-0.1086036991946363
2017-08-29,LED-DME,239.17010498046875,119.42855072021484,373.79510498046875,254.3665542602539,-0.18092429739248955
2017-08-16,LED-IKT,144.7832794189453,120.55050659179688,170.53855895996094,49.98805236816406,-0.062457962937958605
2017-08-17,LED-IKT,144.4872589111328,119.11152648925781,171.33981323242188,52.22828674316406,-0.06437483945231583
2017-08-18,LED-IKT,155.42774963378906,129.3195343017578,183.01190185546875,53.69236755371094,0.006470149892429855
2017-08-19,LED-IKT,137.1837615966797,110.85871887207031,165.3238525390625,54.46513366699219,-0.11166853061648935
2017-08-20,LED-IKT,142.39590454101562,115.5691909790039,170.58151245117188,55.01232147216797,-0.07791737441011405
2017-08-21,LED-IKT,147.61387634277344,120.70429992675781,175.94515991210938,55.24085998535156,-0.04412847352185811
2017-08-22,LED-IKT,150.51275634765625,123.31993865966797,179.12232971191406,55.802391052246094,-0.0253568180025747
2017-08-23,LED-IKT,142.69888305664062,115.84518432617188,171.07196044921875,55.226776123046875,-0.07595544141686267
2017-08-24,LED-IKT,148.02200317382812,120.8979263305664,176.98489379882812,56.08696746826172,-0.04148565413373891
2017-08-25,LED-IKT,148.14698791503906,121.08517456054688,177.1178436279297,56.03266906738281,-0.04067631725079562
2017-08-26,LED-IKT,141.581298828125,114.63987731933594,170.7635955810547,56.12371826171875,-0.08319234191503541
2017-08-27,LED-IKT,134.4592742919922,107.75224304199219,163.5628662109375,55.81062316894531,-0.12931090872945375
2017-08-28,LED-IKT,146.60391235351562,119.72457122802734,175.98851013183594,56.263938903808594,-0.05066848071818748
2017-08-29,LED-IKT,141.91815185546875,114.25633239746094,171.88623046875,57.62989807128906,-0.08101105501137819
2017-08-16,LED-SVO,426.82000732421875,363.2751159667969,476.4107360839844,113.1356201171875,-0.023614352538641505
2017-08-17,LED-SVO,422.2704162597656,348.30987548828125,482.29779052734375,133.9879150390625,-0.034021913877181544
2017-08-18,LED-SVO,441.5344543457031,358.154541015625,509.9605712890625,151.8060302734375,0.010046147442405574
2017-08-19,LED-SVO,438.0839538574219,348.2635498046875,515.5123901367188,167.24884033203125,0.002152845611163714
2017-08-20,LED-SVO,444.36822509765625,346.42694091796875,527.662841796875,181.23590087890625,0.016528629604537652
2017-08-21,LED-SVO,443.90460205078125,340.8585205078125,533.9765625,193.1180419921875,0.015468053998960144
2017-08-22,LED-SVO,410.2380676269531,302.91229248046875,505.7680969238281,202.85580444335938,-0.06154689462130193
2017-08-23,LED-SVO,386.0487976074219,275.643310546875,485.08966064453125,209.44635009765625,-0.11688182646380596
2017-08-24,LED-SVO,392.2368469238281,278.4639587402344,493.6910095214844,215.22705078125,-0.10272615798414884
2017-08-25,LED-SVO,408.6416931152344,293.1034240722656,512.6190185546875,219.51559448242188,-0.06519873176767893
2017-08-26,LED-SVO,407.51580810546875,292.1463623046875,513.0753173828125,220.928955078125,-0.0677742857313816
2017-08-27,LED-SVO,404.4683532714844,290.1011962890625,513.3565063476562,223.25531005859375,-0.07474558769276682
2017-08-28,LED-SVO,414.32769775390625,296.88897705078125,524.8504638671875,227.96148681640625,-0.05219153151388776
2017-08-29,LED-SVO,384.9588623046875,265.5428771972656,502.636474609375,237.09359741210938,-0.11937514253497504
2017-08-16,LED-VKO,288.61566162109375,227.29193115234375,348.5931701660156,121.30123901367188,-0.10763705220875286
2017-08-17,LED-VKO,278.15997314453125,207.4389190673828,346.6938781738281,139.2549591064453,-0.13996471213336836
2017-08-18,LED-VKO,317.366943359375,237.88827514648438,394.304931640625,156.41665649414062,-0.018741743160912656
2017-08-19,LED-VKO,289.51348876953125,204.25238037109375,372.8359375,168.58355712890625,-0.10486108477333848
2017-08-20,LED-VKO,317.3564758300781,226.24838256835938,404.862060546875,178.61367797851562,-0.018774107431148795
2017-08-21,LED-VKO,351.0546875,255.95819091796875,442.5960998535156,186.63790893554688,0.08541648024511102
2017-08-22,LED-VKO,299.42987060546875,198.35968017578125,394.514892578125,196.15521240234375,-0.07420089243943141
2017-08-23,LED-VKO,260.07830810546875,154.24066162109375,357.4513244628906,203.21066284179688,-0.19587092238092157
2017-08-24,LED-VKO,261.66259765625,152.0618896484375,364.4627380371094,212.40084838867188,-0.190972500442033
2017-08-25,LED-VKO,294.1229248046875,181.64324951171875,399.16387939453125,217.5206298828125,-0.09060929437973354
2017-08-26,LED-VKO,279.8163146972656,163.45367431640625,388.57489013671875,225.1212158203125,-0.1348435145617465
2017-08-27,LED-VKO,296.6139831542969,179.16690063476562,407.68798828125,228.52108764648438,-0.08290725855884404
2017-08-28,LED-VKO,327.99249267578125,210.47909545898438,441.00762939453125,230.52853393554688,0.014111104892374394
2017-08-29,LED-VKO,274.84381103515625,154.30355834960938,392.56707763671875,238.26351928710938,-0.15021786391453315
2017-08-16,OVB-DME,316.768798828125,292.1104431152344,346.6526184082031,54.54217529296875,-0.020158350975355014
2017-08-17,OVB-DME,330.7578125,305.1344299316406,362.6072082519531,57.4727783203125,0.023113013603213235
2017-08-18,OVB-DME,341.6535339355469,315.48785400390625,374.8021240234375,59.31427001953125,0.05681608557403908
2017-08-19,OVB-DME,335.6031494140625,309.1008605957031,369.6548767089844,60.55401611328125,0.038100799377983385
2017-08-20,OVB-DME,319.50616455078125,292.7034606933594,354.0067443847656,61.30328369140625,-0.011691024189616138
2017-08-21,OVB-DME,308.18768310546875,281.4378967285156,343.1405334472656,61.70263671875,-0.04670179396822856
2017-08-22,OVB-DME,305.6130676269531,278.7377624511719,340.9178466796875,62.180084228515625,-0.05466569532922725
2017-08-23,OVB-DME,314.1103210449219,287.2059326171875,349.41534423828125,62.20941162109375,-0.02838165849933627
2017-08-24,OVB-DME,330.6791687011719,303.5162658691406,366.5867919921875,63.070526123046875,0.02286974952679181
2017-08-25,OVB-DME,342.16241455078125,314.833984375,378.2760314941406,63.442047119140625,0.05839017500916802
2017-08-26,OVB-DME,334.2654724121094,306.986572265625,370.4635314941406,63.476959228515625,0.033963044522810557
2017-08-27,OVB-DME,319.1628112792969,291.9195251464844,355.28887939453125,63.369354248046875,-0.012753097966805686
2017-08-28,OVB-DME,308.81744384765625,281.43658447265625,345.0329895019531,63.596405029296875,-0.04475379339351667
2017-08-29,OVB-DME,303.3558349609375,275.29632568359375,340.2201232910156,64.92379760742188,-0.061647855753174004
2017-08-16,OVB-SVO,274.4864807128906,238.9451141357422,309.0283508300781,70.08323669433594,-0.057672671452163406
2017-08-17,OVB-SVO,286.2562561035156,249.01589965820312,321.91156005859375,72.89566040039062,-0.017266379192361878
2017-08-18,OVB-SVO,295.6620788574219,257.5760498046875,332.0943298339844,74.51828002929688,0.015024332441859503
2017-08-19,OVB-SVO,277.53961181640625,239.10235595703125,314.39715576171875,75.2947998046875,-0.0471911028935648
2017-08-20,OVB-SVO,269.39923095703125,230.54750061035156,306.4664306640625,75.91893005371094,-0.07513748225879872
2017-08-21,OVB-SVO,282.6741027832031,243.5681915283203,319.65032958984375,76.08213806152344,-0.02956411038740716
2017-08-22,OVB-SVO,272.526123046875,233.28746032714844,309.8042297363281,76.51676940917969,-0.06440268813964103
2017-08-23,OVB-SVO,273.25732421875,234.156982421875,310.6400451660156,76.48306274414062,-0.061892433927396316
2017-08-24,OVB-SVO,283.481201171875,243.83517456054688,321.3786315917969,77.54345703125,-0.026793296816821348
2017-08-25,OVB-SVO,294.0907287597656,254.2096710205078,332.2926025390625,78.08293151855469,0.009629800330487196
2017-08-26,OVB-SVO,274.34027099609375,234.4546356201172,312.6072692871094,78.15263366699219,-0.05817461752607261
2017-08-27,OVB-SVO,266.132080078125,226.3791961669922,304.38232421875,78.00312805175781,-0.08635379258661571
2017-08-28,OVB-SVO,277.74139404296875,238.074951171875,315.91357421875,77.838623046875,-0.046498373308783404
