anchor_date,route,horizon_days,model,mae,rmse,wmape
2017-08-01,DME-KUF,14,seasonal7,21.571428298950195,25.348992310007365,0.14995034039020538
2017-08-01,DME-KZN,1,timesfm,4.345458984375,4.3454590872490195,0.028217265382409096
2017-08-01,DME-KZN,1,naive_last,7.0,7.0,0.04545454680919647
2017-08-01,DME-KZN,1,seasonal7,14.0,14.0,0.09090909361839294
2017-08-01,DME-KZN,7,timesfm,8.137812614440918,12.841662457709063,0.05363906919956207
2017-08-01,DME-KZN,7,naive_last,11.857142448425293,14.961856409443211,0.07815442234277725
2017-08-01,DME-KZN,7,seasonal7,11.571428298950195,14.367622406243784,0.0762711837887764
2017-08-01,DME-KZN,14,timesfm,19.90662956237793,28.010027588487173,0.11794024705886841
2017-08-01,DME-KZN,14,naive_last,18.35714340209961,24.662001022496,0.1087600514292717
2017-08-01,DME-KZN,14,seasonal7,23.35714340209961,29.370782817296192,0.1383834183216095
2017-08-01,DME-LED,1,timesfm,1.527191162109375,1.5271911544865362,0.007203731685876846
2017-08-01,DME-LED,1,naive_last,10.0,10.0,0.04716981202363968
2017-08-01,DME-LED,1,seasonal7,12.0,12.0,0.056603774428367615
2017-08-01,DME-LED,7,timesfm,18.6733455657959,20.669715082265437,0.08384440094232559
2017-08-01,DME-LED,7,naive_last,20.714284896850586,23.12389012328146,0.09300833940505981
2017-08-01,DME-LED,7,seasonal7,32.14285659790039,34.21570156227163,0.14432328939437866
2017-08-01,DME-LED,14,timesfm,65.55195617675781,95.34831294391107,0.24564439058303833
2017-08-01,DME-LED,14,naive_last,64.85713958740234,90.91754506144565,0.24304068088531494
2017-08-01,DME-LED,14,seasonal7,74.57142639160156,101.15970607318162,0.27944326400756836
2017-08-01,DME-OVB,1,timesfm,36.6103515625,36.61035196626427,0.1003023311495781
2017-08-01,DME-OVB,1,naive_last,52.0,52.0,0.1424657553434372
2017-08-01,DME-OVB,1,seasonal7,22.0,22.0,0.060273971408605576
2017-08-01,DME-OVB,7,timesfm,22.692020416259766,32.55340601479456,0.06526053696870804
2017-08-01,DME-OVB,7,naive_last,34.71428680419922,45.858477951192405,0.09983566403388977
2017-08-01,DME-OVB,7,seasonal7,26.0,32.26674483528862,0.07477403432130814
2017-08-01,DME-OVB,14,timesfm,17.254528045654297,26.165467965759518,0.05030474439263344
2017-08-01,DME-OVB,14,naive_last,31.285715103149414,39.21916396693873,0.09121199697256088
2017-08-01,DME-OVB,14,seasonal7,23.0,28.43036590630529,0.06705539673566818
2017-08-01,IKT-LED,1,timesfm,22.486984252929688,22.486984218176424,0.12998256087303162
2017-08-01,IKT-LED,1,naive_last,19.0,19.0,0.10982658714056015
2017-08-01,IKT-LED,1,seasonal7,36.0,36.0,0.20809248089790344
2017-08-01,IKT-LED,7,timesfm,18.415630340576172,21.336758497569253,0.127380833029747
2017-08-01,IKT-LED,7,naive_last,18.285715103149414,21.186249012432494,0.12648221850395203
2017-08-01,IKT-LED,7,seasonal7,19.0,21.912162211502615,0.13142292201519012
2017-08-01,IKT-LED,14,timesfm,16.746931076049805,21.918037323342205,0.11386936902999878
2017-08-01,IKT-LED,14,naive_last,17.785715103149414,21.140684907296862,0.12093248963356018
2017-08-01,IKT-LED,14,seasonal7,17.35714340209961,22.54994456755936,0.11801845580339432
2017-08-01,KHV-DME,1,timesfm,26.98260498046875,26.982605028445526,0.1272764354944229
2017-08-01,KHV-DME,1,naive_last,19.0,19.0,0.08962263911962509
2017-08-01,KHV-DME,1,seasonal7,18.0,18.0,0.08490566164255142
2017-08-01,KHV-DME,7,timesfm,13.374640464782715,15.22248233718336,0.06848754733800888
2017-08-01,KHV-DME,7,naive_last,11.714285850524902,13.255726278661788,0.05998536944389343
2017-08-01,KHV-DME,7,seasonal7,19.428571701049805,25.30386740335173,0.09948793053627014
2017-08-01,KHV-DME,14,timesfm,21.746585845947266,28.496426542350775,0.10823043435811996
2017-08-01,KHV-DME,14,naive_last,21.071428298950195,27.159581795395546,0.10487024486064911
2017-08-01,KHV-DME,14,seasonal7,21.214284896850586,27.765600819488625,0.10558123141527176
2017-08-01,KRR-DME,1,timesfm,2.9493865966796875,2.9493865716945264,0.017147596925497055
2017-08-01,KRR-DME,1,naive_last,3.0,3.0,0.01744186133146286
2017-08-01,KRR-DME,1,seasonal7,33.0,33.0,0.19186046719551086
2017-08-01,KRR-DME,7,timesfm,15.477194786071777,19.009193204066584,0.08851336687803268
2017-08-01,KRR-DME,7,naive_last,11.571428298950195,13.098527642128392,0.06617647409439087
2017-08-01,KRR-DME,7,seasonal7,20.0,26.076809620810597,0.11437908560037613
2017-08-01,KRR-DME,14,timesfm,16.48042106628418,20.299243721239886,0.09247530996799469
2017-08-01,KRR-DME,14,naive_last,16.071428298950195,19.21866663472773,0.09018035978078842
2017-08-01,KRR-DME,14,seasonal7,22.071428298950195,27.840104366413797,0.12384769320487976
2017-08-01,KZN-DME,1,timesfm,6.695892333984375,6.695892202058796,0.04617856815457344
2017-08-01,KZN-DME,1,naive_last,10.0,10.0,0.06896551698446274
2017-08-01,KZN-DME,1,seasonal7,8.0,8.0,0.05517241358757019
2017-08-01,KZN-DME,7,timesfm,8.694849967956543,11.134911740128398,0.057364705950021744
2017-08-01,KZN-DME,7,naive_last,8.571428298950195,12.0,0.05655042454600334
2017-08-01,KZN-DME,7,seasonal7,8.571428298950195,10.433462492739519,0.05655042454600334
2017-08-01,KZN-DME,14,timesfm,19.037002563476562,26.714982830187026,0.1151265799999237
2017-08-01,KZN-DME,14,naive_last,16.785715103149414,23.983625548144172,0.1015118807554245
2017-08-01,KZN-DME,14,seasonal7,20.35714340209961,27.264576224456867,0.12311015278100967
2017-08-01,LED-DME,1,timesfm,1.8941650390625,1.8941650665965653,0.01035062875598669
2017-08-01,LED-DME,1,naive_last,6.0,6.0,0.032786883413791656
2017-08-01,LED-DME,1,seasonal7,19.0,19.0,0.10382513701915741
2017-08-01,LED-DME,7,timesfm,19.81068229675293,26.679929995237643,0.0983509048819542
2017-08-01,LED-DME,7,naive_last,25.85714340209961,31.881477206478177,0.1283687949180603
2017-08-01,LED-DME,7,seasonal7,35.0,39.68986982343936,0.173758864402771
2017-08-01,LED-DME,14,timesfm,67.6694107055664,94.72517299238625,0.2742825150489807
2017-08-01,LED-DME,14,naive_last,70.42857360839844,95.04961184001489,0.28546613454818726
2017-08-01,LED-DME,14,seasonal7,77.57142639160156,102.53292154230269,0.31441807746887207
2017-08-01,LED-IKT,1,timesfm,28.628204345703125,28.628204566121283,0.16266025602817535
2017-08-01,LED-IKT,1,naive_last,27.0,27.0,0.15340909361839294
2017-08-01,LED-IKT,1,seasonal7,47.0,47.0,0.2670454680919647
2017-08-01,LED-IKT,7,timesfm,15.43206787109375,19.00078942516065,0.10337270051240921
2017-08-01,LED-IKT,7,naive_last,14.571428298950195,17.679690089206616,0.09760765731334686
2017-08-01,LED-IKT,7,seasonal7,19.0,22.497618824737945,0.12727272510528564
2017-08-01,LED-IKT,14,timesfm,15.711606979370117,23.304625953237537,0.1034630760550499
2017-08-01,LED-IKT,14,naive_last,14.571428298950195,21.718984654757545,0.09595484286546707
2017-08-01,LED-IKT,14,seasonal7,19.428571701049805,24.695285313177063,0.12793979048728943
2017-08-01,LED-SVO,1,timesfm,18.2076416015625,18.207641774654416,0.05689888074994087
2017-08-01,LED-SVO,1,naive_last,2.0,2.0,0.0062500000931322575
2017-08-01,LED-SVO,1,seasonal7,7.0,7.0,0.02187499962747097
2017-08-01,LED-SVO,7,timesfm,34.455265045166016,37.863153701232086,0.10786531865596771
2017-08-01,LED-SVO,7,naive_last,26.0,29.703294523779785,0.08139535039663315
2017-08-01,LED-SVO,7,seasonal7,44.14285659790039,49.1746156290583,0.13819320499897003
2017-08-01,LED-SVO,14,timesfm,81.48868560791016,100.26106547409118,0.21541570127010345
2017-08-01,LED-SVO,14,naive_last,70.57142639160156,89.92298408308217,0.1865558922290802
2017-08-01,LED-SVO,14,seasonal7,81.85713958740234,98.15439945724542,0.2163897305727005
2017-08-01,LED-VKO,1,timesfm,4.9299163818359375,4.929916352341982,0.022408710792660713
2017-08-01,LED-VKO,1,naive_last,15.0,15.0,0.06818182021379471
2017-08-01,LED-VKO,1,seasonal7,49.0,49.0,0.22272726893424988
2017-08-01,LED-VKO,7,timesfm,16.2687931060791,22.578135137324715,0.07281428575515747
2017-08-01,LED-VKO,7,naive_last,22.14285659790039,28.548204847240395,0.0991048589348793
2017-08-01,LED-VKO,7,seasonal7,24.571428298950195,32.85030931765522,0.10997442156076431
2017-08-01,LED-VKO,14,timesfm,59.07562255859375,83.77170019706088,0.21605505049228668
2017-08-01,LED-VKO,14,naive_last,70.28571319580078,96.52609042540001,0.25705328583717346
2017-08-01,LED-VKO,14,seasonal7,70.0,90.67288067036637,0.2560083568096161
2017-08-01,OVB-DME,1,timesfm,43.664947509765625,43.66494801951418,0.12028910964727402
2017-08-01,OVB-DME,1,naive_last,58.0,58.0,0.1597796082496643
2017-08-01,OVB-DME,1,seasonal7,32.0,32.0,0.08815427124500275
2017-08-01,OVB-DME,7,timesfm,25.38421630859375,35.0515768134527,0.07548407465219498
2017-08-01,OVB-DME,7,naive_last,31.285715103149414,44.115108775402845,0.09303313493728638
2017-08-01,OVB-DME,7,seasonal7,29.285715103149414,35.016322226436415,0.08708581328392029
2017-08-01,OVB-DME,14,timesfm,19.74520492553711,27.909585204532554,0.0598728321492672
2017-08-01,OVB-DME,14,naive_last,27.35714340209961,36.597229099132285,0.0829543024301529
2017-08-01,OVB-DME,14,seasonal7,23.785715103149414,29.714114303932863,0.07212475687265396
2017-08-01,OVB-SVO,1,timesfm,42.826416015625,42.82641624874696,0.14371280372142792
2017-08-01,OVB-SVO,1,naive_last,42.0,42.0,0.1409395933151245
2017-08-01,OVB-SVO,1,seasonal7,6.0,6.0,0.020134227350354195
2017-08-01,OVB-SVO,7,timesfm,23.99728012084961,33.008419927842844,0.08411665260791779
2017-08-01,OVB-SVO,7,naive_last,31.571428298950195,35.63505546136241,0.11066599935293198
2017-08-01,OVB-SVO,7,seasonal7,16.571428298950195,27.396558381169203,0.05808712914586067
2017-08-01,OVB-SVO,14,timesfm,31.54666519165039,37.84471284128158,0.10942847281694412
2017-08-01,OVB-SVO,14,naive_last,37.14285659790039,40.33963022390714,0.12884043157100677
2017-08-01,OVB-SVO,14,seasonal7,21.714284896850586,31.11269837220809,0.07532209903001785
2017-08-01,PEE-VKO,1,timesfm,4.264862060546875,4.2648621041119075,0.016594793647527695
2017-08-01,PEE-VKO,1,naive_last,2.0,2.0,0.0077821011655032635
2017-08-01,PEE-VKO,1,seasonal7,17.0,17.0,0.06614785641431808
2017-08-01,PEE-VKO,7,timesfm,30.182857513427734,33.970099372347846,0.1064382866024971
2017-08-01,PEE-VKO,7,naive_last,25.14285659790039,28.525677808486755,0.08866498619318008
2017-08-01,PEE-VKO,7,seasonal7,20.428571701049805,22.36387383221438,0.07204030454158783
2017-08-01,PEE-VKO,14,timesfm,41.34972381591797,49.97312510161712,0.14150479435920715
2017-08-01,PEE-VKO,14,naive_last,37.64285659790039,46.314916962066604,0.12881936132907867
2017-08-01,PEE-VKO,14,seasonal7,31.35714340209961,41.53054016746667,0.10730872303247452
2017-08-01,SCW-DME,1,timesfm,1.5550537109375,1.5550537444759323,0.010874501429498196
2017-08-01,SCW-DME,1,naive_last,23.0,23.0,0.16083915531635284
2017-08-01,SCW-DME,1,seasonal7,7.0,7.0,0.04895104840397835
2017-08-01,SCW-DME,7,timesfm,11.376220703125,14.276963807359063,0.07477328181266785
2017-08-01,SCW-DME,7,naive_last,14.714285850524902,18.962369093823447,0.09671361744403839
2017-08-01,SCW-DME,7,seasonal7,21.85714340209961,24.68371336663927,0.1436619758605957
2017-08-01,SCW-DME,14,timesfm,22.663936614990234,28.40294195706505,0.13771489262580872
2017-08-01,SCW-DME,14,naive_last,16.14285659790039,19.456912438780996,0.0980902761220932
2017-08-01,SCW-DME,14,seasonal7,28.85714340209961,34.05667596425663,0.1753472238779068
2017-08-01,SVO-AER,1,timesfm,31.50115966796875,31.50115964662303,0.08799206465482712
2017-08-01,SVO-AER,1,naive_last,34.0,34.0,0.09497206658124924
2017-08-01,SVO-AER,1,seasonal7,26.0,26.0,0.07262569665908813
2017-08-01,SVO-AER,7,timesfm,11.97081184387207,14.824126111370623,0.03636965528130531
2017-08-01,SVO-AER,7,naive_last,11.142857551574707,14.985707403776491,0.0338541679084301
2017-08-01,SVO-AER,7,seasonal7,17.14285659790039,19.24280919113439,0.0520833320915699
2017-08-01,SVO-AER,14,timesfm,19.2227725982666,23.479268770805422,0.05794978514313698
2017-08-01,SVO-AER,14,naive_last,18.428571701049805,23.19790687326728,0.0555555559694767
2017-08-01,SVO-AER,14,seasonal7,25.0,28.722813232690143,0.0753660649061203
2017-08-01,SVO-LED,1,timesfm,7.189239501953125,7.189239556814993,0.02232683077454567
2017-08-01,SVO-LED,1,naive_last,5.0,5.0,0.01552795059978962
2017-08-01,SVO-LED,1,seasonal7,33.0,33.0,0.10248447209596634
2017-08-01,SVO-LED,7,timesfm,35.45746994018555,42.08174534184181,0.10415539145469666
2017-08-01,SVO-LED,7,naive_last,31.14285659790039,38.0300639836638,0.09148132801055908
2017-08-01,SVO-LED,7,seasonal7,45.14285659790039,49.529211807433654,0.13260595500469208
2017-08-01,SVO-LED,14,timesfm,85.29242706298828,105.91750825377031,0.21300284564495087
2017-08-01,SVO-LED,14,naive_last,87.28571319580078,110.34685637088852,0.21798072755336761
2017-08-01,SVO-LED,14,seasonal7,83.28571319580078,97.95042691490681,0.20799143612384796
2017-08-01,SVO-OVB,1,timesfm,35.069305419921875,35.06930568420018,0.11240161955356598
2017-08-01,SVO-OVB,1,naive_last,38.0,38.0,0.12179487198591232
2017-08-01,SVO-OVB,1,seasonal7,3.0,3.0,0.009615384973585606
2017-08-01,SVO-OVB,7,timesfm,21.115468978881836,26.506851174360328,0.07217201590538025
2017-08-01,SVO-OVB,7,naive_last,25.428571701049805,28.972894036792173,0.0869140625
2017-08-01,SVO-OVB,7,seasonal7,17.714284896850586,26.886002244648026,0.060546875
2017-08-01,SVO-OVB,14,timesfm,28.156246185302734,35.30110089798015,0.09505363553762436
2017-08-01,SVO-OVB,14,naive_last,30.214284896850586,34.86811963099763,0.10200144350528717
2017-08-01,SVO-OVB,14,seasonal7,24.785715103149414,36.07036749373109,0.08367494493722916
2017-08-01,SVO-SVX,1,timesfm,8.08074951171875,8.080749675607098,0.02463643066585064
2017-08-01,SVO-SVX,1,naive_last,6.0,6.0,0.018292682245373726
2017-08-01,SVO-SVX,1,seasonal7,11.0,11.0,0.03353658691048622
2017-08-01,SVO-SVX,7,timesfm,13.151328086853027,18.320798067925512,0.03924096003174782
2017-08-01,SVO-SVX,7,naive_last,13.428571701049805,19.213090661921186,0.04006820172071457
2017-08-01,SVO-SVX,7,seasonal7,16.285715103149414,22.990680962790393,0.04859334975481033
2017-08-01,SVO-SVX,14,timesfm,32.88584518432617,43.42663842395227,0.09293537586927414
2017-08-01,SVO-SVX,14,naive_last,37.42856979370117,49.00728879940973,0.10577311366796494
2017-08-01,SVO-SVX,14,seasonal7,32.28571319580078,42.6463859359552,0.09123940020799637
2017-08-01,SVO-UFA,1,timesfm,14.947250366210938,14.947250184764338,0.07866974174976349
2017-08-01,SVO-UFA,1,naive_last,19.0,19.0,0.10000000149011612
2017-08-01,SVO-UFA,1,seasonal7,8.0,8.0,0.04210526496171951
2017-08-01,SVO-UFA,7,timesfm,8.87444019317627,12.168986338870834,0.049302443861961365
2017-08-01,SVO-UFA,7,naive_last,10.428571701049805,12.666040170803123,0.05793650820851326
2017-08-01,SVO-UFA,7,seasonal7,14.857142448425293,17.663521732655695,0.08253968507051468
2017-08-01,SVO-UFA,14,timesfm,14.840964317321777,19.055383373158538,0.08144786208868027
2017-08-01,SVO-UFA,14,naive_last,15.928571701049805,18.748333259252675,0.08741670101881027
2017-08-01,SVO-UFA,14,seasonal7,21.071428298950195,24.898365184629842,0.11564092338085175
2017-08-01,SVX-SVO,1,timesfm,3.0318603515625,3.031860290126782,0.009594494476914406
2017-08-01,SVX-SVO,1,naive_last,3.0,3.0,0.009493670426309109
2017-08-01,SVX-SVO,1,seasonal7,9.0,9.0,0.0284810122102499
2017-08-01,SVX-SVO,7,timesfm,9.962132453918457,13.390953175675174,0.030425360426306725
2017-08-01,SVX-SVO,7,naive_last,13.0,16.797108464947268,0.03970331698656082
2017-08-01,SVX-SVO,7,seasonal7,14.857142448425293,20.812084296946406,0.045375216752290726
2017-08-01,SVX-SVO,14,timesfm,29.8895206451416,42.5088613808749,0.08732330799102783
2017-08-01,SVX-SVO,14,naive_last,34.42856979370117,45.8896194986881,0.10058430582284927
2017-08-01,SVX-SVO,14,seasonal7,32.85714340209961,43.750917959119725,0.09599332511425018
2017-08-01,UFA-SVO,1,timesfm,9.09564208984375,9.095642102745163,0.04890130087733269
2017-08-01,UFA-SVO,1,naive_last,12.0,12.0,0.06451612710952759
2017-08-01,UFA-SVO,1,seasonal7,6.0,6.0,0.032258063554763794
2017-08-01,UFA-SVO,7,timesfm,13.40993595123291,16.61439118309081,0.07669080793857574
2017-08-01,UFA-SVO,7,naive_last,11.142857551574707,13.19090595827292,0.06372549384832382
2017-08-01,UFA-SVO,7,seasonal7,18.571428298950195,22.006492350358933,0.1062091514468193
2017-08-01,UFA-SVO,14,timesfm,18.80953025817871,23.438251290042018,0.10567152500152588
2017-08-01,UFA-SVO,14,naive_last,15.0,18.53182555361477,0.08426966518163681
2017-08-01,UFA-SVO,14,seasonal7,24.285715103149414,28.710376270024852,0.1364365965127945
2017-08-01,VKO-AER,1,timesfm,20.48199462890625,20.48199490963992,0.13564234972000122
2017-08-01,VKO-AER,1,naive_last,28.0,28.0,0.18543046712875366
2017-08-01,VKO-AER,1,seasonal7,14.0,14.0,0.09271523356437683
2017-08-01,VKO-AER,7,timesfm,22.093069076538086,23.963419693325022,0.13870088756084442
2017-08-01,VKO-AER,7,naive_last,21.428571701049805,24.744407561435093,0.13452914357185364
2017-08-01,VKO-AER,7,seasonal7,22.0,26.3276068661924,0.13811659812927246
2017-08-01,VKO-AER,14,timesfm,32.107540130615234,36.608267962348684,0.1721583902835846
2017-08-01,VKO-AER,14,naive_last,28.071428298950195,33.87687739839115,0.1505170464515686
2017-08-01,VKO-AER,14,seasonal7,30.64285659790039,36.11390637134728,0.16430486738681793
2017-08-01,VKO-LED,1,timesfm,7.458251953125,7.4582519810962,0.033901143819093704
2017-08-01,VKO-LED,1,naive_last,15.0,15.0,0.06818182021379471
2017-08-01,VKO-LED,1,seasonal7,36.0,36.0,0.16363635659217834
2017-08-01,VKO-LED,7,timesfm,14.226201057434082,18.66073150738269,0.06322755664587021
2017-08-01,VKO-LED,7,naive_last,21.714284896850586,27.23967694375247,0.09650793671607971
2017-08-01,VKO-LED,7,seasonal7,26.714284896850586,31.715250538175145,0.11873015761375427
2017-08-01,VKO-LED,14,timesfm,62.686153411865234,87.66557715528228,0.22612887620925903
2017-08-01,VKO-LED,14,naive_last,73.07142639160156,98.609982815826,0.26359185576438904
2017-08-01,VKO-LED,14,seasonal7,73.78571319580078,93.05566840270936,0.2661685049533844
2017-08-01,VKO-PEE,1,timesfm,5.2088623046875,5.208862257485415,0.020426910370588303
2017-08-01,VKO-PEE,1,naive_last,8.0,8.0,0.0313725508749485
2017-08-01,VKO-PEE,1,seasonal7,24.0,24.0,0.0941176488995552
2017-08-01,VKO-PEE,7,timesfm,33.441768646240234,38.46577497888951,0.11582997441291809
2017-08-01,VKO-PEE,7,naive_last,28.571428298950195,32.671525658701455,0.09896091371774673
2017-08-01,VKO-PEE,7,seasonal7,20.85714340209961,26.311322763525332,0.07224146276712418
2017-08-01,VKO-PEE,14,timesfm,41.811981201171875,49.61659888349487,0.14061199128627777
2017-08-01,VKO-PEE,14,naive_last,38.07143020629883,45.51530316570049,0.12803266942501068
2017-08-01,VKO-PEE,14,seasonal7,30.35714340209961,39.956226048014095,0.10208983719348907
